,Age,Gender,Location,Occupation,Income Bracket,Credit Score,Channel,Device Type,Loans Accessed,Savings Accessed,Monthly Avg Balance,Loans Taken,Repayment Misses,Overdraft Events,Failed Payments,Current Plan,Payment Mode,Tickets Raised,Resolution Time (hrs),Sentiment Score,Survey Feedback,Churned,Onboarding Year,Onboarding Month,Customer Tenuer Year,Total Logins,Support Intensity
4761,36,Other,East,Retired,Low,568,Online,Android,1,1,28127.55871,1,0,4,1,Platinum,Manual,3.0,15.82441533,0.361623985,Neutral,1,2021,8,4,15.0,0.18958046395007
4762,60,Female,East,Self-employed,High,600,Branch,iOS,1,1,49841.31658,0,0,1,1,Gold,Manual,0.0,19.69205389,0.751736099,Bad,0,2011,5,14,16.0,0.0
4763,55,Female,South,Retired,High,389,Branch,Android,0,1,33245.43882,0,0,1,0,Basic,Manual,0.0,89.30377764,0.165629537,Bad,0,2020,9,5,20.0,0.0
4764,23,Female,West,Retired,Low,659,Branch,iOS,2,1,64993.88942,1,1,5,0,Silver,Manual,2.0,41.73515683,0.452794705,Good,0,2017,1,8,22.0,0.047921228813075
4766,46,Other,South,Self-employed,Medium,301,Agent,Android,5,1,43759.45368,1,1,2,0,Silver,Auto,4.0,43.86818877,0.786274939,Good,1,2021,6,4,14.0,0.09118224645589806
4767,64,Other,South,Salaried,High,712,Branch,iOS,3,1,47907.46719,0,0,3,0,Gold,Auto,2.0,45.39874905,0.027859447,Good,0,2011,8,14,20.0,0.04405407730061672
4768,62,Male,North,Salaried,Medium,475,Branch,Android,3,1,64127.75032,0,1,1,0,Basic,Auto,1.0,57.82134861,0.491687977,Bad,0,2020,4,5,24.0,0.01729465022936275
4769,22,Female,West,Self-employed,Low,424,Branch,iOS,2,1,61924.44746,1,0,1,0,Basic,Auto,2.0,15.72670756,0.253467678,Good,0,2019,11,6,24.0,0.12717220005329583
4770,31,Other,West,Retired,High,477,Agent,iOS,1,1,53353.5419,1,1,1,1,Gold,Auto,1.0,7.903555438,0.871827909,Bad,0,2021,8,4,22.0,0.12652533506528432
4771,19,Male,North,Retired,High,304,Branch,iOS,2,1,32804.04524,0,0,0,0,Gold,Auto,1.0,0.519604125,0.11932127,Bad,0,2021,8,4,14.0,1.9245420732562508
4772,40,Male,East,Retired,Medium,416,Branch,Web,3,1,38243.05893,0,1,1,0,Platinum,Manual,2.0,83.47223591,-0.0401402,Neutral,0,2016,3,9,20.0,0.02396006262676857
4773,61,Female,South,Self-employed,Low,730,Online,iOS,3,1,26902.11082,4,1,3,0,Silver,Auto,3.0,9.810191004,0.138980938,Good,1,2017,6,8,16.0,0.30580444343813307
4774,69,Male,South,Retired,High,689,Branch,iOS,0,1,66436.48437,0,1,4,1,Basic,Manual,1.0,2.154162521,0.614074501,Bad,0,2011,2,14,22.0,0.46421752781019626
4775,63,Other,South,Salaried,Medium,778,Online,Android,1,1,71009.81691,2,0,3,0,Silver,Auto,7.0,4.375776033,0.463377426,Good,1,2011,2,14,20.400753212228622,1.5997162439780654
4776,36,Male,North,Student,High,770,Online,Web,1,1,47560.40194,1,1,1,1,Platinum,Manual,2.0,1.824803603,0.893596118,Good,0,2013,6,12,10.0,1.096008357673108
4777,41,Male,South,Self-employed,Low,649,Online,Web,0,1,51568.79487,0,0,2,0,Silver,Manual,2.0,7.307154513,0.01020407,Neutral,0,2012,11,13,7.0,0.2737043532392593
4778,37,Other,East,Student,Low,383,Agent,Web,1,1,61936.22237,1,0,3,0,Silver,Auto,3.0,12.71548263,0.484117796,Bad,0,2016,8,9,16.0,0.23593284559423758
4779,64,Male,East,Salaried,Low,526,Branch,Android,1,1,47021.00847,0,0,1,1,Platinum,Auto,3.0,2.73153361,0.405349716,Good,0,2016,7,9,24.0,1.0982841247192268
4780,44,Male,North,Student,Medium,752,Branch,iOS,2,1,52828.98589,3,0,4,0,Silver,Manual,0.0,28.6841787,0.73758201,Neutral,0,2014,3,11,17.0,0.0
4781,69,Male,East,Salaried,Low,746,Online,iOS,1,1,36058.18865,1,2,2,0,Gold,Manual,0.0,17.35902159,0.719787742,Bad,0,2011,8,14,19.0,0.0
4782,41,Male,West,Student,Medium,410,Online,Android,2,1,35783.6311,1,0,1,1,Platinum,Manual,1.0,3.759613783,0.84410226,Bad,0,2011,7,14,30.0,0.2659847680423295
4783,34,Female,West,Student,High,622,Online,iOS,1,1,43321.56879,2,2,1,0,Platinum,Manual,0.0,8.765413105,0.554193713,Neutral,0,2020,4,5,22.0,0.0
4784,42,Female,South,Retired,Low,823,Online,iOS,0,1,71196.48487,0,0,3,1,Basic,Manual,3.0,10.67383269,0.408353501,Neutral,0,2021,9,4,12.0,0.28106117897188065
4785,63,Other,South,Student,Medium,838,Branch,iOS,1,1,68217.44777,0,1,2,0,Silver,Auto,1.0,27.43229031,0.277459529,Bad,0,2011,12,14,26.0,0.036453390828817024
4786,48,Male,West,Salaried,Medium,404,Branch,iOS,2,1,34823.58053,0,1,2,0,Silver,Auto,2.0,137.5359304,0.177914895,Bad,1,2012,5,13,11.0,0.014541654636598145
4787,45,Other,East,Salaried,Medium,385,Online,Web,3,1,64130.74859,8,0,3,0,Silver,Auto,2.0,80.97347015,-0.179259629,Bad,1,2015,5,10,22.0,0.024699447810438195
4788,67,Female,North,Salaried,Low,802,Online,iOS,3,1,68460.84609,0,1,1,1,Platinum,Manual,4.0,14.13463706,0.438954191,Good,0,2016,7,9,24.0,0.28299276331047163
4789,45,Male,South,Self-employed,Medium,805,Online,Android,1,1,27942.02769,0,0,1,0,Basic,Manual,0.0,25.03934574,0.910927819,Good,0,2019,3,6,28.0,0.0
4790,39,Male,South,Salaried,Low,455,Online,iOS,2,1,62915.34411,1,0,0,0,Gold,Manual,1.0,76.68557577,0.309632241,Bad,0,2016,10,9,16.0,0.01304026200441215
4791,22,Female,West,Self-employed,Low,795,Agent,Web,0,1,36655.46444,4,0,3,0,Basic,Manual,2.0,20.46119382,0.571342239,Good,1,2021,11,4,15.0,0.09774600727573775
4792,61,Male,West,Salaried,High,685,Branch,Web,1,1,57722.44857,0,2,2,0,Gold,Auto,3.0,26.45516525,0.581748084,Good,0,2011,3,14,20.400753212228622,0.11339940505569135
4793,59,Male,North,Self-employed,High,762,Branch,iOS,1,1,72801.68639,2,1,2,0,Gold,Auto,4.0,8.032013414,1.005714587,Neutral,0,2019,12,6,27.0,0.49800713642085065
4794,25,Female,South,Student,Low,842,Agent,Web,1,1,41996.80731,0,1,0,0,Platinum,Auto,3.0,19.82121279,0.397274836,Neutral,0,2018,5,7,12.0,0.1513529990210049
4795,55,Other,East,Student,High,412,Online,iOS,1,1,35850.92181,2,0,2,0,Platinum,Manual,2.0,189.2718864,0.2546893,Bad,0,2012,9,13,19.0,0.010566809672796709
4796,45,Other,East,Salaried,Medium,745,Online,Web,1,1,48131.763028208115,0,0,2,0,Gold,Auto,2.0,17.07148324,0.496951966,Neutral,0,2020,9,5,13.0,0.11715443654678011
4797,64,Male,West,Self-employed,Low,586,Branch,iOS,0,1,32915.61307,4,1,0,0,Basic,Auto,2.0,36.37612029,0.067748229,Neutral,0,2015,11,10,27.0,0.05498112454147044
4798,29,Female,North,Retired,High,500,Agent,iOS,1,1,48444.1796,2,0,2,1,Basic,Auto,2.0,6.73826,0.247783035,Good,0,2017,1,8,16.0,0.2968125302377765
4799,42,Other,West,Retired,Medium,678,Online,Android,0,1,45227.83543,0,1,0,0,Silver,Manual,1.0,34.4047952,0.346674555,Good,0,2021,6,4,22.0,0.02906571581626505
4800,55,Other,North,Retired,Low,812,Branch,iOS,0,1,65183.57605,0,0,4,0,Gold,Auto,2.0,26.59655608,0.679410039,Good,0,2013,9,12,17.0,0.07519770582267056
4801,61,Male,East,Student,Medium,564,Branch,Web,0,1,15046.31617,1,0,2,0,Platinum,Auto,4.0,92.10377987,0.494652984,Bad,0,2011,9,14,13.0,0.04342927082521266
4802,32,Other,North,Student,Low,487,Branch,Web,2,1,59316.24569,4,0,4,0,Platinum,Manual,3.0,52.32900913,0.306966951,Bad,1,2017,7,8,11.400753212228622,0.057329577797797675
4803,61,Female,East,Self-employed,High,656,Agent,Android,1,1,79797.04493,0,1,2,0,Platinum,Manual,3.0,18.08573744,0.641477416,Good,0,2021,3,4,10.0,0.16587656488725405
4804,58,Other,North,Salaried,Medium,540,Agent,iOS,0,1,39669.92702,3,2,2,0,Gold,Auto,2.0,17.83675382,0.842998935,Bad,1,2013,5,12,13.0,0.11212802621951533
4805,68,Female,West,Student,High,492,Agent,Web,2,1,76089.82039,1,1,0,0,Silver,Auto,4.0,17.27635757,0.327069841,Bad,0,2014,3,11,17.400753212228622,0.23153028546630158
4806,51,Female,East,Salaried,Medium,409,Agent,Web,2,1,49365.61059,0,1,2,0,Platinum,Manual,2.0,30.36205735,0.766952716,Neutral,0,2018,1,7,20.0,0.06587168902768704
4807,62,Male,South,Retired,Medium,798,Agent,iOS,1,1,62829.83279,4,1,4,0,Basic,Auto,2.0,38.64266252,0.121435877,Neutral,1,2017,1,8,15.0,0.051756268061624235
4808,30,Other,South,Retired,Medium,364,Agent,Android,1,1,36041.49918,1,0,1,1,Platinum,Auto,3.0,16.66023282,0.711876928,Bad,0,2018,8,7,20.0,0.18006951237791885
4809,25,Male,East,Salaried,Medium,364,Branch,Android,0,1,41878.22956,3,0,0,0,Platinum,Auto,2.0,5.678892616,0.095495485,Bad,1,2013,12,12,18.0,0.35218133802444135
4810,30,Other,South,Self-employed,High,616,Branch,Web,0,1,55275.64806,1,0,0,0,Basic,Manual,2.0,13.1168351,0.142652041,Good,0,2020,7,5,21.0,0.1524758056918776
4811,53,Male,East,Retired,Medium,394,Online,iOS,2,1,21272.30925,3,1,1,0,Gold,Manual,2.0,135.0864372,0.320520017,Bad,1,2016,1,9,13.0,0.014805335320517284
4812,23,Male,West,Self-employed,High,758,Online,Web,0,1,81973.75777,0,0,2,0,Gold,Manual,2.0,6.92544143,0.520233193,Neutral,0,2011,8,14,24.0,0.2887902554971142
4813,55,Male,West,Retired,Medium,694,Online,iOS,1,1,50174.82985,1,1,1,0,Gold,Manual,2.0,95.99581459,0.213846508,Good,0,2011,9,14,19.0,0.020834241665035492
4814,49,Other,North,Student,Low,495,Agent,iOS,1,1,45019.31261,3,0,1,1,Silver,Auto,2.0,0.629893588,0.948654693,Neutral,0,2013,8,12,18.0,3.175139480861012
4815,38,Male,South,Retired,Low,849,Agent,Android,0,1,28125.32749,1,0,4,0,Basic,Auto,4.0,61.24891424,-0.242814744,Good,1,2018,4,7,13.0,0.06530728013114245
4817,61,Other,South,Student,Low,448,Online,Web,1,1,37415.08405,3,0,5,0,Platinum,Auto,2.0,102.5846036,0.303336424,Neutral,1,2015,4,10,12.0,0.019496103019498338
4818,66,Female,East,Retired,Medium,675,Agent,iOS,2,1,57157.46985,5,1,4,1,Silver,Manual,7.0,26.57182644,0.137617048,Neutral,1,2019,3,6,21.0,0.26343691562965066
4819,24,Male,West,Student,High,665,Agent,Web,1,1,71819.71411,2,1,1,0,Gold,Auto,2.0,42.95566074,-0.0729805,Bad,0,2016,8,9,11.0,0.046559637671633215
4820,43,Male,South,Student,Low,755,Branch,Android,2,1,63471.737,1,1,5,0,Platinum,Auto,0.0,58.21338707,0.538408681,Bad,0,2019,3,6,19.0,0.0
4821,32,Female,North,Retired,Medium,575,Online,Web,2,1,61809.21216,1,0,2,0,Silver,Manual,3.0,34.88198816,0.196087061,Bad,0,2015,10,10,13.0,0.08600427206841871
4822,66,Male,South,Salaried,Medium,809,Agent,iOS,1,1,53275.2848,3,0,2,0,Silver,Manual,5.0,51.46563605,0.789208153,Neutral,0,2011,12,14,16.0,0.09715220453396106
4823,59,Other,North,Salaried,High,537,Branch,iOS,1,1,16723.45525,2,1,1,0,Silver,Manual,2.0,15.28029508,0.786273268,Neutral,0,2019,4,6,30.0,0.13088752471918885
4824,40,Female,South,Self-employed,High,704,Branch,Web,1,1,57074.87331,0,1,3,0,Silver,Manual,1.0,43.44160898,0.875271222,Bad,0,2015,6,10,23.0,0.02301940520804347
4825,69,Other,South,Self-employed,Medium,462,Agent,Web,0,1,50708.77594,2,1,2,0,Silver,Manual,1.0,51.80444541,0.830966057,Good,0,2015,6,10,19.0,0.01930336271502612
4826,55,Other,West,Retired,Medium,619,Agent,Android,1,1,54611.51063,2,0,2,1,Silver,Auto,3.0,27.09396663,0.341860615,Neutral,0,2017,6,8,16.0,0.11072575828296131
4827,58,Other,North,Student,Medium,368,Branch,iOS,1,1,56489.11446,2,2,3,0,Basic,Manual,3.0,29.1459302,0.591288427,Good,0,2013,2,12,16.0,0.10293032266988686
4828,32,Male,South,Student,Medium,408,Branch,Web,0,1,49660.79714,1,0,0,1,Basic,Auto,4.0,136.3215685,0.686203621,Neutral,0,2019,3,6,16.0,0.029342385390760815
4829,65,Male,North,Salaried,Medium,479,Agent,iOS,1,1,68346.20166,1,1,1,0,Basic,Manual,5.0,131.105153,0.314798793,Neutral,0,2016,11,9,25.0,0.03813732630326132
4830,57,Female,North,Salaried,Medium,431,Online,Web,3,1,52918.21634,3,0,3,0,Gold,Auto,2.0,5.998853926,0.647674057,Neutral,0,2016,6,9,21.0,0.33339701627533846
4831,33,Female,West,Student,High,818,Online,Web,1,1,44846.91046,1,1,5,0,Silver,Manual,2.0,77.51242252,0.605884162,Good,0,2016,8,9,17.0,0.025802315744730513
4832,49,Other,West,Student,Low,754,Online,iOS,1,1,46832.06881,0,1,1,0,Gold,Manual,1.0,20.66250394,0.99660665,Good,0,2016,9,9,16.0,0.04839684497599181
4833,54,Male,North,Self-employed,Medium,707,Online,Android,1,1,51483.80435,0,0,2,0,Silver,Auto,2.0,17.01687896,0.713160613,Bad,0,2014,9,11,17.0,0.1175303652744557
4834,35,Male,West,Student,Medium,484,Online,Android,2,1,61763.24683,2,1,3,0,Platinum,Auto,2.0,56.02685474,0.108342987,Bad,0,2017,1,8,15.0,0.03569716717601342
4835,37,Male,South,Student,High,756,Online,Web,1,1,41842.1607,3,1,5,0,Silver,Auto,2.0,6.140547429,0.557402182,Good,0,2020,8,5,15.0,0.3257038599774652
4836,63,Female,South,Retired,Low,804,Online,Web,1,1,50239.74974,0,2,1,0,Silver,Auto,3.0,6.611530912,0.797988017,Bad,0,2018,10,7,26.0,0.45375269962891157
4837,19,Male,West,Student,High,809,Agent,Android,0,1,41486.23799,0,1,1,0,Gold,Auto,2.0,35.16647801,0.834825547,Neutral,0,2019,3,6,17.0,0.056872343014596934
4838,40,Other,North,Salaried,High,589,Branch,Web,2,1,55908.08239,0,0,0,0,Gold,Manual,3.0,13.55610892,0.427994138,Good,0,2020,10,5,21.0,0.2213024414088287
4839,47,Other,South,Salaried,Medium,544,Branch,Android,1,1,67828.58686,0,0,2,1,Platinum,Auto,3.0,30.10400717,0.309894566,Bad,0,2011,8,14,26.0,0.09965450722419557
4840,20,Other,East,Self-employed,Medium,337,Branch,Android,3,1,23815.66665,3,0,3,0,Platinum,Auto,1.0,142.1788166,0.567984594,Bad,1,2015,5,10,15.0,0.007033396562958873
4841,63,Male,North,Self-employed,High,414,Branch,Web,2,1,41551.07113,3,1,5,1,Basic,Auto,5.0,124.6653038,0.262126972,Bad,1,2017,2,8,15.0,0.04010739032908048
4842,56,Other,North,Retired,Medium,797,Online,iOS,1,1,82625.51069,0,1,2,0,Silver,Manual,0.0,130.247665,0.023057663,Neutral,0,2021,6,4,17.0,0.0
4843,64,Other,East,Self-employed,Medium,636,Agent,iOS,2,1,48131.763028208115,1,1,1,0,Silver,Auto,2.0,49.98870373,0.522819968,Bad,0,2013,12,12,18.0,0.04000903905815283
4844,66,Female,East,Student,Medium,758,Branch,iOS,1,1,46183.57662,0,0,2,1,Gold,Auto,0.0,40.08512081,0.952407096,Bad,0,2012,6,13,20.0,0.0
4845,18,Female,North,Student,Low,418,Online,Web,2,1,37911.29283,0,1,3,0,Silver,Auto,3.0,10.0953091,0.006400369,Bad,0,2015,1,10,23.0,0.29716772119439117
4846,58,Male,East,Retired,Low,355,Online,iOS,2,1,37679.14659,4,1,2,0,Gold,Manual,0.0,71.11848429,0.198878411,Good,1,2011,5,14,18.0,0.0
4847,39,Male,West,Salaried,Medium,723,Online,Android,0,1,48131.763028208115,1,1,4,0,Gold,Manual,0.0,36.59817756,-0.22754649,Good,0,2021,5,4,21.0,0.0
4848,46,Male,West,Student,High,419,Agent,Web,0,1,25981.56633,0,0,4,0,Basic,Auto,2.0,25.61412418,0.665065638,Neutral,0,2013,8,12,19.0,0.07808192019158079
4849,31,Male,North,Student,Low,349,Agent,iOS,2,1,34901.75638,0,1,4,0,Platinum,Manual,2.0,16.93663148,0.587739502,Neutral,0,2014,2,11,23.0,0.11808723608125647
4850,65,Male,West,Retired,High,664,Agent,Android,4,1,49502.82342,5,0,2,1,Platinum,Auto,1.0,181.876107,0.516379336,Good,1,2016,2,9,22.0,0.005498248321314685
4851,45,Female,South,Salaried,Medium,672,Branch,Android,0,1,28970.89714,1,1,3,0,Silver,Auto,2.0,43.713278,0.918706111,Good,0,2019,9,6,18.0,0.04575268869106545
4852,38,Female,West,Self-employed,High,661,Branch,Android,1,1,42730.39198,1,0,3,0,Basic,Manual,2.0,22.6851402,0.77533423,Neutral,0,2015,5,10,19.0,0.0881634401360235
4853,62,Female,West,Student,High,381,Agent,iOS,0,1,22699.87655,0,1,0,0,Gold,Auto,3.0,41.00225729,0.481300143,Good,0,2018,2,7,23.0,0.07316670345199913
4854,49,Other,East,Salaried,Low,347,Agent,Web,2,1,37474.81449,1,0,1,0,Silver,Auto,0.0,0.672439007,0.631152088,Good,0,2018,12,7,20.0,0.0
4855,23,Other,West,Retired,High,537,Agent,Web,2,1,35889.02244,3,2,0,0,Platinum,Manual,4.0,94.4311272,0.484074016,Neutral,0,2019,2,6,24.0,0.04235891404248746
4856,18,Female,North,Retired,High,681,Agent,Web,2,1,55695.76974,2,1,2,0,Gold,Manual,2.0,40.73889284,0.676316661,Bad,0,2013,10,12,18.0,0.04909313583594188
4857,38,Female,West,Salaried,Low,688,Online,iOS,2,1,59884.54788,5,1,3,0,Platinum,Auto,3.0,175.7461431,0.113819304,Good,1,2017,6,8,16.0,0.017070075889477655
4858,21,Male,West,Retired,Medium,634,Branch,Android,2,1,43856.829,2,0,2,0,Platinum,Manual,3.0,51.9510696,0.42541568,Neutral,1,2017,8,8,16.0,0.05774664550891172
4859,20,Female,North,Self-employed,High,486,Online,iOS,3,1,42522.59449,2,0,2,1,Platinum,Manual,3.0,38.00573293,0.900592623,Neutral,1,2020,11,5,19.0,0.07893545969829031
4860,66,Male,North,Salaried,Medium,419,Branch,iOS,1,1,75343.5396,0,0,2,0,Gold,Manual,1.0,6.545502901,0.210593067,Bad,0,2016,9,9,28.0,0.15277664911694155
4862,48,Male,South,Retired,Medium,662,Online,Web,1,1,24600.97704,2,1,2,0,Gold,Manual,2.0,131.3895032,0.183564957,Bad,0,2012,7,13,18.0,0.015221916144668092
4863,51,Female,West,Self-employed,Low,462,Online,Web,0,1,51007.34789,0,0,1,0,Silver,Manual,1.0,23.12028083,0.349005076,Good,0,2016,6,9,24.0,0.043252069788981024
4864,36,Male,South,Self-employed,Medium,307,Agent,Android,0,1,47964.38935,0,1,3,0,Silver,Auto,1.0,12.5581129,0.161239248,Neutral,0,2020,7,5,20.0,0.07962979851853379
4865,37,Other,East,Self-employed,High,616,Online,Android,2,1,43158.97598,3,1,1,0,Silver,Manual,1.0,59.95123396,0.774636431,Neutral,0,2015,3,10,16.0,0.016680223807690246
4866,40,Other,North,Self-employed,Medium,326,Online,iOS,2,1,60469.84145,0,1,0,0,Platinum,Manual,1.0,2.183575158,0.214743532,Bad,0,2011,6,14,18.0,0.45796454330242936
4867,57,Male,North,Salaried,Medium,575,Agent,iOS,2,1,47668.58358,1,0,3,0,Gold,Manual,3.0,50.78565294,0.876398222,Good,0,2021,5,4,21.0,0.05907180131255393
4868,42,Male,North,Retired,Medium,771,Agent,Android,1,1,66476.11579,1,1,1,0,Gold,Auto,0.0,25.10681195,0.36475451,Bad,0,2018,10,7,17.0,0.0
4869,32,Other,East,Retired,High,776,Branch,Web,2,1,32745.73088,2,1,1,0,Gold,Auto,2.0,4.160274167,0.527886367,Good,1,2015,11,10,7.0,0.48073754750692616
4870,55,Female,West,Student,Medium,477,Online,Android,0,1,59774.49747,1,1,0,0,Silver,Auto,3.0,12.79946911,0.114101558,Neutral,0,2020,2,5,22.0,0.23438472128942853
4871,40,Male,East,Self-employed,Medium,659,Branch,Android,0,1,22956.72987,1,1,2,0,Gold,Manual,3.0,15.27216305,0.555593303,Good,0,2013,11,12,15.0,0.19643582838778034
4872,69,Female,North,Self-employed,Medium,535,Branch,Android,1,1,57895.02231,2,2,3,1,Gold,Auto,4.0,89.23971072,0.358205104,Bad,0,2013,4,12,21.0,0.04482309464841797
4873,19,Other,West,Student,Low,332,Online,Android,0,1,51551.50273,0,1,5,1,Platinum,Manual,1.0,3.802257278,0.870882458,Good,0,2013,9,12,17.0,0.2630016663485758
4874,32,Other,North,Student,High,840,Branch,iOS,0,1,63431.43971,0,0,2,0,Gold,Manual,3.0,11.74051229,0.058317955,Neutral,0,2021,3,4,24.0,0.2555254767336903
4875,69,Male,North,Self-employed,Low,844,Agent,Android,2,1,83851.23452,1,1,2,0,Silver,Auto,4.0,31.62154672,0.346616266,Good,0,2017,4,8,15.0,0.12649602612480937
4876,61,Female,East,Retired,High,399,Agent,Web,4,1,65859.06936,2,1,0,0,Silver,Manual,1.0,21.65298709,0.66541071,Good,0,2015,6,10,25.0,0.04618300449002854
4877,52,Other,East,Student,Medium,629,Online,Android,1,1,23250.05475,0,1,6,0,Platinum,Auto,2.0,136.611863,0.845393093,Bad,0,2017,10,8,17.0,0.014640017023997396
4878,27,Female,South,Self-employed,High,364,Branch,Android,1,1,43389.44537,1,0,7,0,Silver,Manual,1.0,83.11590819,-0.047627375,Bad,0,2011,5,14,15.0,0.012031391123273727
4879,31,Other,North,Retired,High,421,Online,Web,1,1,48131.763028208115,3,0,1,0,Platinum,Auto,8.0,99.7634994,0.380181857,Neutral,1,2015,3,10,18.0,0.08018964900102532
4880,44,Male,West,Salaried,High,775,Agent,Android,1,1,45261.9952,2,0,2,1,Gold,Manual,3.0,3.700929783,0.410530867,Neutral,0,2020,8,5,21.0,0.8106071111590176
4881,31,Female,North,Student,High,426,Online,Android,1,1,75752.20944,0,1,1,0,Basic,Manual,1.0,136.6529515,0.058901984,Good,0,2014,7,11,14.0,0.007317807548415813
4882,52,Female,West,Student,Low,485,Agent,Web,0,1,9484.464513,5,0,3,0,Platinum,Auto,2.0,8.700636496,-0.146324775,Good,1,2019,12,6,19.0,0.22986824020512442
4883,50,Male,South,Retired,High,390,Agent,Android,1,1,59978.57631,2,1,0,0,Platinum,Manual,2.0,34.615409,0.636601142,Neutral,0,2011,10,14,20.0,0.05777773707657188
4884,69,Male,North,Salaried,Low,345,Agent,iOS,1,1,47110.60283,2,1,2,0,Gold,Manual,3.0,44.69429663,0.575712945,Neutral,0,2018,7,7,15.0,0.06712265828535985
4885,18,Male,West,Retired,Low,324,Branch,Android,3,1,26614.95655,2,1,4,0,Platinum,Auto,1.0,6.299729364,0.524271105,Bad,1,2016,1,9,18.0,0.1587369777683675
4886,51,Male,West,Student,Medium,648,Branch,Android,1,1,53250.1088,2,1,3,1,Silver,Manual,3.0,50.54282442,0.787735384,Good,0,2018,10,7,18.0,0.05935560654605776
4887,36,Other,South,Salaried,High,734,Branch,Web,0,1,48999.43831,1,1,5,0,Platinum,Manual,3.0,14.25697124,0.306326554,Bad,0,2012,2,13,10.0,0.21042337460729843
4888,41,Female,East,Self-employed,Medium,629,Branch,iOS,2,1,58937.31337,0,1,2,0,Basic,Manual,1.0,60.03904191,0.625897695,Bad,0,2020,7,5,22.0,0.016655828743886762
4889,59,Other,South,Student,High,593,Agent,Web,0,1,48131.763028208115,1,1,2,0,Platinum,Manual,5.0,5.190748492,0.288535589,Good,0,2011,9,14,15.0,0.9632522183854636
4890,21,Male,West,Retired,Low,545,Agent,Web,1,1,33264.83793,2,1,2,1,Silver,Auto,2.0,87.01356873,0.01864392,Neutral,0,2012,11,13,18.0,0.022984920963372145
4891,53,Other,South,Retired,Low,465,Agent,iOS,0,1,44403.0891,1,0,4,0,Silver,Auto,2.0,89.17342646,0.855255454,Good,0,2011,4,14,18.0,0.022428206242552855
4892,30,Other,East,Retired,Low,556,Branch,Android,2,1,62499.72058,2,0,6,0,Silver,Auto,2.0,0.811654259,0.126403338,Neutral,0,2016,6,9,16.0,2.464103376312105
4893,49,Female,North,Retired,High,651,Online,Web,1,1,74155.31358,0,1,1,0,Basic,Manual,1.0,41.91770537,0.277821013,Good,0,2019,4,6,16.400753212228622,0.023856267683862484
4894,26,Female,South,Retired,High,488,Online,iOS,0,1,50482.76366,1,1,1,0,Gold,Auto,2.0,69.71302497,0.270418323,Good,0,2018,11,7,16.0,0.028689043415641068
4895,56,Female,South,Student,High,574,Branch,Android,1,1,63548.54484,0,0,3,0,Silver,Manual,3.0,13.50687404,0.403222701,Bad,0,2014,5,11,17.0,0.22210912688721574
4896,33,Male,North,Salaried,High,333,Branch,Android,2,1,48131.763028208115,0,1,1,0,Gold,Auto,3.0,97.82958033,0.365045131,Bad,0,2020,12,5,20.0,0.030665571597878284
4897,67,Male,South,Retired,High,789,Branch,Android,0,1,58041.14559,1,2,1,0,Platinum,Auto,2.0,30.14276711,0.305069856,Good,0,2018,4,7,13.0,0.06635090908214895
4898,20,Female,East,Retired,Medium,798,Branch,iOS,1,1,43997.8004,3,1,1,0,Basic,Manual,2.0,25.48288846,0.348715034,Neutral,0,2020,9,5,21.0,0.07848403853979746
4899,69,Other,West,Self-employed,High,544,Agent,Web,0,1,55996.83867,1,1,2,0,Platinum,Manual,2.0,1.247190651,0.021215597,Bad,1,2012,10,13,24.0,1.603604066785135
4900,37,Female,South,Self-employed,Medium,553,Branch,Web,3,1,44410.47966,1,0,1,1,Gold,Manual,2.0,30.84817905,0.542616095,Neutral,0,2016,6,9,21.0,0.06483364858451832
4901,27,Male,North,Salaried,High,408,Agent,Web,1,1,18253.6057,1,0,6,1,Basic,Manual,1.0,174.4220483,0.577148137,Bad,0,2019,1,6,17.0,0.00573322013900464
4902,39,Other,North,Student,High,622,Branch,Android,0,1,43969.51763,0,0,5,0,Basic,Auto,0.0,41.04255039,0.896688801,Good,0,2015,4,10,24.0,0.0
4903,65,Male,South,Student,High,413,Agent,Web,1,1,25631.80164,3,1,2,0,Basic,Auto,1.0,21.21973466,0.33814475,Neutral,0,2013,4,12,22.0,0.04712594271430913
4904,20,Female,North,Salaried,High,784,Agent,Web,1,1,73124.26377,0,1,4,0,Platinum,Manual,5.0,1.558151383,0.439017212,Neutral,1,2011,3,14,15.0,3.2089308231227234
4905,28,Female,West,Salaried,Low,577,Agent,Android,0,1,65515.49257,2,0,3,0,Platinum,Manual,0.0,97.19224678,0.628031972,Good,0,2019,5,6,22.0,0.0
4906,42,Other,West,Salaried,Low,328,Branch,Android,3,1,41403.23883,0,0,1,0,Basic,Manual,2.0,2.520106142,0.552791082,Bad,1,2014,10,11,20.0,0.793617366613283
